gameId,AccountName,Date,Hours_Played,isPositive,review,is_audio,audio_polarity,is_graphics,graphics_polarity,is_gameplay,gameplay_polarity
219740,Fronkle,Jul-30,83.0 hrs on record,Recommended,"Well boy oh boy do I love to be proven wrong on stuff like that This game is amazing It has the controls of Super Mario Odyssey , The movement of Super Mario Sunshine , The feel of Super Mario Galaxy , And the level design of Super Mario 64 / Sunshine All on PC Not to mention the fantastic music and characters I regret doubting this game and was lucky to receive it for free or else I probably would have just shelved it as a failed Mario clone .",1,1,-2,-2,1,1
413150,Geckoarcher,"November 3, 2015",534.3 hrs on record,Recommended,"Upon opening it , the upper left hand corner flashed , the underworld music started playing , and my character was completely invisible .",1,0,-2,-2,1,0
219740,genkipro,"April 17, 2017",11.6 hrs on record,Recommended,"Pros : + In depth survival simulation in an interesting setting , and it's FUN + Excellent game design and balancing + Great music ",1,1,-2,-2,1,1
219740,GetSchmittOn,"November 24, 2017",31.6 hrs on record,Recommended,"The controls are smooth and feel natural , the humor is in a great spot where people of all ages can find things to laugh at , the music is fantastic , and the overall story told is a joy to watch unfold .",1,1,-2,-2,1,1
219150,ghostgombaa,"June 9, 2012",6.9 hrs on record,Recommended,The Binding of Isaac is a magnificent RPG game with a fantastic story soundtrack .,1,1,-2,-2,1,0
219740,Good Hunter,"August 10, 2018",23.3 hrs on record,Recommended,I will not deny that it is a very intense level in terms of sound design and level creation for a survival horror .,1,1,-2,-2,1,1
219740,Gunsaremagic,Feb-15,26.5 hrs on record,Recommended,Really awesome 3D platformer it has a big open levels / a great soundtrack / mods / coop / shared / split screen ( good score ) fkin love it,1,1,-2,-2,1,1
253230,Hahe,"March 26, 2013",27.0 hrs on record,Recommended,"Really fun with its simple gameplay , the music is awesome .",1,1,-2,-2,1,1
294100,hazzadude,"March 28, 2014",298.0 hrs on record,Recommended,It is addicting as hell and is especially fun to play when listening to music .,1,1,-2,-2,1,1
219740,Highzenbirg,"September 24, 2015",293.6 hrs on record,Recommended,"Whether you run in guns blazing , or pop in without a sound , the gameplay always seems frantic .",1,0,-2,-2,1,1
219150,Hobo,"November 16, 2014",37.5 hrs on record,Recommended,"Sprinting through a three story building owned and currently occupied by the Russian mafia wearing a latex animal mask , kicking in doors , firing full auto SMGs and emptying both barrels of a side by side shotgun into a mafioso wearing a cheap white suit before picking up a pot of boiling hot water and pouring it over a guy's face while bass bumping electronic music soundtracks the entire event .",1,1,-2,-2,1,0
219150,HumbleMrRecker,"January 6, 2015",10.2 hrs on record,Recommended,The enemy AI can be a little weird sometimes but as a whole it was an enjoyable play with an engaging soundtrack .,1,1,-2,-2,1,-1
219740,Hydra Dominatus,"October 30, 2012",12.3 hrs on record,Recommended,Incredible and unforgiving gameplay mixed with an amazing soundtrack .,1,1,-2,-2,1,0
238460,I throw rocks at fat girls,"June 19, 2014",22.3 hrs on record,Recommended,Probably the most well balanced game ever and the soundtrack is amazing,1,1,-2,-2,1,1
219150,Icarus,"November 20, 2014",13.0 hrs on record,Recommended,"Great game , awesome soundtrack , plus you get to be a tiger who punches through people .",1,1,-2,-2,1,0
219740,Inner,"October 7, 2017",47.5 hrs on record,Recommended,"It has great characters , music , map design , story , etc .",1,1,-2,-2,1,1
219150,Internet Ham,"June 2, 2016",22.2 hrs on record,Recommended,The style and music plus the amazing story make this a game not soon to be forgotten .,1,1,-2,-2,1,0
253230,Jakaryy,"September 27, 2018",9.8 hrs on record,Recommended,"Helps that the voice acting is purposely silly and melodramatic making it more entertaining + The soundtrack is a lot of fun to play along to and even sit back and listen to it separate from the gameplay , well worth buying it + The level design is absolutely awesome It's basically one world divided into small sections and then into levels .",1,1,-2,-2,1,1
253230,Jester,"June 18, 2014",9.0 hrs on record,Recommended,"The story , music , gameplay , everything about this game is fantastic .",1,1,-2,-2,1,1
219150,jicky edibles,"February 27, 2016",83.6 hrs on record,Recommended,"Love the soundtrack , adventure , events , npcs .",1,1,-2,-2,1,1
219150,JUB JUB,"January 24, 2018",3.2 hrs on record,Not Recommended,"Maybe the game ending , with Monika's background voice declaring that there is no happiness to be found here after all really IS some commentary on how inane , stupid harem VN garbage isn't conducive to meaningful characterization or storytelling , maybe its trying to communicate something about how ultimately that kind of self serving fantasy has the opposite effect",1,0,-2,-2,1,0
219740,Kevelinu,"October 12, 2017",17.4 hrs on record,Recommended,"The music is very fitting too The missions in the game are for the most part very creative and the concepts change all the time Some have you explore mainly , others mix things up a lot by having you confronted with creepy characters that even claim your soul , or a murder mystery Funny writing too The challenges this game offers are enjoyable and very fair , in fact I could say one of the slightly negative aspects is that this game is a bit too easy .",1,1,-2,-2,1,0
253230,Kibs,"October 6, 2017",18.1 hrs on record,Recommended,Great music well crafted levels thus far .,1,1,-2,-2,1,1
253230,KingSchiebi,"November 1, 2012",12.3 hrs on record,Recommended,"Hotline Miami is a frantic and brutal dexterity puzzle , wrapped in an enigmatic story and wonderful psychodelic soundtrack .",1,1,-2,-2,1,0
253230,Logan,"October 8, 2018",31.1 hrs on record,Recommended,"Expect pons you can collect Relics , which unlock new levels , and Tokens which can be exchanged at a machine for bonus materials like hats , or soundtrack .",1,0,-2,-2,1,0
253230,Luna,"October 24, 2017",4.3 hrs on record,Recommended,"When creepy stuff happens , the sound gets distorded , and game itself start to glitch .",1,0,-2,-2,1,-1
219740,Mădă,"July 17, 2016",11.7 hrs on record,Recommended,"I recommend this game because it's very well realized , the story is great , the narrator's voice is absolutely incredible , the mini games are funny and the end of the game is unexpected and great I want more games created by The Behemoth .",1,1,-2,-2,1,1
219740,marach,"August 26, 2016",264.5 hrs on record,Recommended,The music is incredibly thematic and well suited the characters loveable the gameplay and tasks addictive not to mention the plethora of other things you can enjoy in this pleasantly saccharine game .,1,1,-2,-2,1,1
219740,marccost3,"February 27, 2016",9.5 hrs on record,Recommended,Overall a challenging but great game with great music .,1,1,-2,-2,1,0
4000,Master_Chief,"July 12, 2016","1,340.6 hrs on record",Recommended,"This game is completely enthralling With an amazing soundtrack , enemies that constantly keep you on the edge of your seat , an amazing difficulty scaling system , and AMZING boss battle that will leave you feeling like you're on top of the world .",1,1,-2,-2,1,1
253230,MetaPixel_,"October 5, 2017",51.9 hrs on record,Recommended,"Tl Dr : Cute platformer with really good controls , music , and level design Extremely recommended for fans of games like Super Mario 64 , Banjo Kazooie , Yooka Laylee , Psychonauts , and other colect a ton games , ( good score ) .",1,1,-2,-2,1,1
253230,Mevvallanneous Bob,"February 26, 2015",17.7 hrs on record,Recommended,"Moreover , the music is just plain nice to listen to by itself if you're into it Controls : While the controls may take some getting used to ( I use a 360 gamepad for games when it's available ) , that's exactly the ticket .",1,1,-2,-2,1,1
4000,minjanoogle,"June 23, 2016",124.9 hrs on record,Recommended,The controls are fluid and soundtrack is amazing .,1,1,-2,-2,1,1
219740,Mispooks,"February 4, 2018",87.6 hrs on record,Recommended,"From the levels , Amazing soundtrack , great controls , and Odd characters .",1,1,-2,-2,1,1
253230,Moonjumper,"October 9, 2017",282.0 hrs on record,Recommended,Hat Kid is fun to control and the music is just great .,1,1,-2,-2,1,1
294100,Mr. Evasive Pants,"July 23, 2013",158.1 hrs on record,Recommended,"The binding of isaac is such a underrated game , it has everything you need from creepyness to randomness , there's more than 100 + items available , more than 10 + bosses for you to fight , and the soundtrack is just kick Of course if you thought this is all piece of cake , you're wrong the game is hard and it becomes incredibly hard once you unlock more bosses , like satan or the headless Horsemen , and if you thought this was hard enough no it wasn't the Wrath of the Lamb DLC will blow your mind about how hard the game is So pratically , if you're a person that looks for a hard game that requires skill and perhaps a little bit of luck regarding the items and the random events , BUY THIS GAME if not then you're sad and i do not wish to speak with your further .",1,1,-2,-2,1,0
253230,Mr. Kill 2,"October 5, 2017",112.3 hrs on record,Recommended,"The music is creative and fun to listen to , the characters are of an interesting and entertaining design , the gameplay is pretty solid and reminiscent of Super Mario Sunshine , Super Mario Galaxy , and a hint of the developer's mod for Team Fortress 2 that he developed , Parkour Fortress .",1,1,-2,-2,1,1
238460,mystic,"December 28, 2014",14.6 hrs on record,Recommended,"( I'm reccomending it if you can get used to the controls and audio cut outs , other wise get it on Xbox .",1,-1,-2,-2,1,-1
253230,nasty nae nae,"October 11, 2017",14.5 hrs on record,Recommended,"It has tight controls , an incredible soundtrack , and surprisingly funny dialouge .",1,1,-2,-2,1,1
219150,NatWutz,"June 28, 2018",198.9 hrs on record,Recommended,Graphics forget what reality is good Decent look too long at it Gameplay good Addictive like heroin good just gameplay at walls is better don't Audio good good Good too bad Audience good Human PC Requirements if you can run paint good Decent PC NASA if they have a spare computer Difficulty press A brain usage good Easy to learn / Hard to master Souls Grind to grind if u care about leaderboards / ranks good Isnt necessary to progress grind level much grind need a second life for grinding Story or Audio floating around good Awesome replace your life Game Time enough for a cup of tea good To infinity and beyond Price good There is no price the price u have some spare money left recommended could also just burn your money Bugs heard of good Minor bugs get annoying Creed : Unity game itself is a bug,1,1,-2,-2,1,1
113200,NiKaDra,"July 19, 2016",15.5 hrs on record,Recommended,"( The entire game + all dlc + soundtrack less than 1 ) You should with no doubt play this awesome game It features hundreds of hours of gameplay for sure , along with an immense amount of bosses and items If this looks good to you I say BUY IT",1,0,-2,-2,1,1
219150,NorseBear,"February 9, 2016",8.7 hrs on record,Recommended,Love the music and the gameplay .,1,1,-2,-2,1,1
253230,Not Legato,"October 7, 2017",21.8 hrs on record,Recommended,"While the game suffers from a lack of difficulty and rather obvious placement of collectibles , it's a ton of fun to play , the soundtrack is fantastic and I can recommend it easily based on those things .",1,1,-2,-2,1,0
253230,olivetho,"September 11, 2018",151.8 hrs on record,Recommended,"The gameplay strikes just the right balance between simple and complex that I would expect from a game of this type , the characters ( even the bad guys ) are lovable , the soundtrack is amazing : cheery while exploring the level , intense while you're in a boss fight , suspenseful and tense while sneaking around , and when the gameplay is relaxed the music turns into a lullaby so gentle and soothing you wouldn't want to end the level lest the song would end the story is brilliant and the devs have done a wonderful job of telling it through the eyes of a child , and the whole game is filled to the brim with childlike innocence ( well , most of it , but no spoilers ) to the extent of making you feel like you're a child again , taking you on a huge nostalgia trip back to when you were a 6 year old kid , whiling the days away playing super mario or crash bandicoot or spyro the dragon or something else entirely on whatever console you owned at the time , and having that childlike sense of wonder at the most trivial of things and not having to worry about school or money .",1,1,-2,-2,1,1
238460,oscarsoltyk,"January 5, 2014",53.1 hrs on record,Recommended,The story is full flavor and the quality of gameplay is multiplied by the outstanding techno and instrumental music .,1,1,-2,-2,1,1
253230,Pahchi,"October 11, 2017",31.0 hrs on record,Recommended,"If you even remotely like 3d platformers I strongly recommend A Hat In Time 10 metric tons of charm , super good level design , some of the most fitting music to a game ever and probably one of the best adventures overall in a while",1,1,-2,-2,1,1
219150,Pikachus Bitch Boy,"May 9, 2016",13.5 hrs on record,Recommended,This game is ing rad with and epic soundtrack with fast pace and fun bloody gameplay ( good score ) IGN Would Rate Again,1,1,-2,-2,1,1
219740,Pippers,"October 15, 2017",34.9 hrs on record,Recommended,"Other than that , this game is amazing and well worth the wait If you love those older styles of platformers you're in for a fun experience with a gorgeous soundtrack that's a delight for the ears .",1,1,-2,-2,1,1
219740,Raerin,Oct-12,142.5 hrs on record,Recommended,"the controls aren't hard to grasp , the voice acting is amazing , and the humor is top notch .",1,1,-2,-2,1,0
219740,Razzamuffin,"December 4, 2014",12.7 hrs on record,Recommended,Quality rogue like game with vibrant art / sound that takes many a playthrough to master .,1,1,-2,-2,1,0
253230,Rens Agatha,"October 13, 2018",14.0 hrs on record,Recommended,( Controller is full supported ) Music or Sound Im intrested with the game when first time i watch the trailer and hear the sound or music from this game .,1,1,-2,-2,1,0
219150,ReptarWillGoOn,"February 8, 2014",17.7 hrs on record,Recommended,"Awesome soundtrack Incredible fast paced Intuitive response Rewarding experience Amazing history Hotline Miami made me feel : exhausted , dirty , needing a bath .",1,1,-2,-2,1,1
219150,Robo,"June 19, 2014",2.9 hrs on record,Recommended,"I got trapped Judging a book by it's cover , I never thought that this would be an awesome 2'd shooter with an honestly amazing soundtrack and great game physics .",1,1,-2,-2,1,1
253230,Rocking_Star101,"November 28, 2017",1.5 hrs on record,Recommended,"The whole experience was one big kawaii / spooky / creepy rollercoster ( in order ) , enhanced by my real life night time atmosphere ( especially once the game started bugging out , if you played the game you know what I mean ) .",1,1,-2,-2,1,1
219740,Rurik,May-19,2.7 hrs on record,Recommended,"Pros Nice and clear tutorial I liked soundtrack a lot Randomly generated world , story , character .",1,1,-2,-2,1,0
219740,Salty Bob,"October 16, 2017",20.1 hrs on record,Recommended,"For everything it pays homage to , A Hat in Time adds twice as much in creative gameplay mechanics , endearing characters , and a top notch soundtrack .",1,1,-2,-2,1,1
219740,Shearman360,"March 18, 2018",48.5 hrs on record,Recommended,"The platforming is great , the characters are great , the music is great , EVERYTHING ABOUT IT IS GREAT Every boss is so good that it feels like the final boss , and then the real final boss comes a long and blows you away A Hat in Time's bosses put Mario's bosses to shame .",1,1,-2,-2,1,1
219740,Shinobi,"October 22, 2017",30.4 hrs on record,Recommended,The music and gameplay are both incredibly polished but I did experience some problems with the camera at times .,1,1,-2,-2,1,0
238460,SliskinAlpha,"February 20, 2013",13.5 hrs on record,Recommended,"but , the game itself is super challenging and has an amazing soundtrack .",1,1,-2,-2,1,0
219150,smahyt,"August 3, 2013",5.2 hrs on record,Recommended,"Fast paced gameplay , an incredible soundtrack , and a nice challenge make this game a must play .",1,1,-2,-2,1,1
219740,Soluna,"November 12, 2014",6.5 hrs on record,Recommended,"Beneath all the ultraviolence , rock hard gameplay and amazing soundtrack lies a deep story open to interpretation .",1,1,-2,-2,1,1
253230,Spaghetti Lee,"December 3, 2014",6.1 hrs on record,Recommended,The soundtrack is unbeatable and the gameplay is phenomenal .,1,1,-2,-2,1,1
105600,sparky boi,"March 21, 2015",135.5 hrs on record,Recommended,"I love the music , the weapons , the enemies , and the NPC shop system This is all around amazing",1,1,-2,-2,1,1
253230,Spectrum16,"February 11, 2018",29.5 hrs on record,Recommended,"Better than Mario Oddessy No really im serious Mario Oddessy may be longer and have more demanding platforming , But the music , characters , story , feel , design , genius writing .",1,1,-2,-2,1,0
219740,Spookeria,"November 25, 2017",118.0 hrs on record,Recommended,"Probably the best 3D Platformer currently on the PC Great controls and camera Beautiful level design Charming characters Excellent music Worthwhile collectibles + unlockable perks WORKSHOP SUPPORT it may only have local Coop , but it's still great to enjoy the entire game together with a friend the first DLC was offered for free within the first 24h and offered a great new chapter as well as a few harder challenges from the Snatcher which even give you rewards If you are a fan of 3D Platformers and do not own the game , do yourself a favor and get this game Maybe even if you're not a fan of 3D Platformers .",1,1,-2,-2,1,1
253230,Spooky E-boy #2403,"April 12, 2014",32.9 hrs on record,Recommended,The Music also has it's fair amount of Glitches like some sounds not working properly or not apearing at all .,1,-1,-2,-2,1,0
253230,Steven,Jul-07,191.0 hrs on record,Recommended,So it makes you always wonder what is going to happen next And let's not talk about the music that this game has you should hear it for yourself 3 If you just should have the basic game but wanted a real challenge Seal the Deal got you coverd with that It makes you think in new ways that you never thought about in the first place and it makes you feel very satisfied once you beat the level itself with our without the extra challenges .,1,0,-2,-2,1,1
698780,Straylow,"May 3, 2012",44.0 hrs on record,Recommended,"The music is great , the gameplay is simple yet addictive , and I'm always trying to find new treasures and beat that next boss .",1,1,-2,-2,1,1
253230,Subject153,"September 7, 2016",11.9 hrs on record,Recommended,"It is a rock solid , game , with awesome music and gameplay .",1,1,-2,-2,1,1
238460,Sup?,"June 7, 2014",6.7 hrs on record,Recommended,"I play this game a little at the moment of writing review , but right now i can say , that the soundtrack is awesome and that gameplay is like hurricane .",1,1,-2,-2,1,1
253230,That Cat from Makura no Danshi,"November 26, 2017",52.4 hrs on record,Recommended,"After anticipating this game for years , it was absolutely worth it for it's clean controls , lovable characters , memorable music , and overall charm .",1,1,-2,-2,1,1
238460,ThatKieranChap,"July 5, 2014",37.0 hrs on record,Recommended,"The intense gameplay mixed with the heart pounding soundtrack make you feel so powerful but the story makes you feel so vunrable , a pawn in someones scheme .",1,1,-2,-2,1,1
219150,ThatKieranChap,"July 5, 2014",37.0 hrs on record,Recommended,"The intense gameplay mixed with the heart pounding soundtrack make you feel so powerful but the story makes you feel so vunrable , a pawn in someones scheme .",1,1,-2,-2,1,1
253230,The Cockatrice,Feb-10,14.7 hrs on record,Recommended,( neutral score ) Audio I love it when a game offers a great soundtrack and AHiT does just that .,1,1,-2,-2,1,1
253230,The Cockatrice,Feb-10,14.7 hrs on record,Recommended,"Feel free to follow my review page The gist of it : A Hat in Time is a wonderful 3D platformer , filled with great levels , an amazing soundtrack , and a handful of charming characters you'll interact with .",1,1,-2,-2,1,1
219740,The CruSpader,"November 6, 2017",65.1 hrs on record,Recommended,"A Hat in Time is definitely a game I think you should give a go regardless of its length and few bugs ( doesn't harm the game much ) and I would give the soundtrack a listen at some point , before or after you play the game doesn't matter .",1,1,-2,-2,1,-1
219740,The Kid-hearted Gamer,"October 11, 2017",114.8 hrs on record,Recommended,"Every single subsequent boss is honestly the best selection I have ever seen in a collectathon platformer , each with something unique to them , and amazing music that really captures the nature of the fight , particularly the fever pitch MIDI number used in the super frantic final boss fight .",1,1,-2,-2,1,0
253230,The Kid-hearted Gamer,"October 11, 2017",114.8 hrs on record,Recommended,"Music : varied and always fitting of the settings , from the chill Mafia Town to the epic * spoiler final level * , but special mention goes to boss music , which leads into : Bosses : Honestly my favorite aspect of the game , there is all of one boss that could be considered average , that being the first against some mooks and an elite mook throwing barrels .",1,1,-2,-2,1,1
219740,The Red Scare,"October 8, 2017",34.2 hrs on record,Recommended,"As far as criticisms go , the voice acting has a couple misses and the camera will sometimes fight to place itself in an awkward position if left on automatic .",1,-1,-2,-2,1,-1
219740,Threepw00d,"November 13, 2018",34.6 hrs on record,Recommended,"Yes , it feels heavily inspired by that legendary game , and thankfully the devs have done a wonderful job of creating a 3D platformer with tight controls , fun gameplay , awesome music and clever , funny writing .",1,1,-2,-2,1,1
238460,TRONward to Glory!,"June 14, 2016",39.0 hrs on record,Recommended,"Such an amazing game Not sure what I like most : soundtrack , gameplay , secrets , challenge , etc .",1,1,-2,-2,1,1
253230,Turbo Synth Vice,"June 23, 2014",41.6 hrs on record,Recommended,One of the best games on steam Pros : Amazing soundtrack Brutal fighting good plot twist ending but the one bad thing it is to short but yet thats it .,1,1,-2,-2,1,0
219740,TV,Jun-25,70.4 hrs on record,Recommended,Pros : Good soundtrack Diverse and creative level design Platforming around is very satisfying Great characters Very well done dialogue High quality comedy Pretty decent voice acting Mod support ,1,1,-2,-2,1,1
219740,Ultra Paul,"May 22, 2014",56.5 hrs on record,Recommended,"BattleBlock Theater is a true quality masterpiece successful in every aspects : Good music Wide humor Fantastic gameplay and puzzles Online worth playing all modes are fun Complete level editor A lot of unlockable costumes / weapons Local co op Yup , they did it Without a doubt , this game deserves a place in every platformer fan's library .",1,1,-2,-2,1,1
219150,vinc,"July 14, 2013",1.7 hrs on record,Recommended,Good gameplay and good music .,1,1,-2,-2,1,1
219150,vladde TF:GO,"April 27, 2014",15.8 hrs on record,Recommended,"They make the gameplay a lot more enjoyable too , because when you're mowing down enemy after enemy you don't want some slow , bad music in the background .",1,1,-2,-2,1,1
253230,Whatthefnu,"October 28, 2017",64.3 hrs on record,Recommended,"These are equippable items that offer modifiers to either your base abilities or the game itself , such as immunity to fall damage , no bonking when you accidentally dash into a wall , or even fun things like replacing the voice acting with Banjo Kazooie style mubling .",1,0,-2,-2,1,0
219740,xJose,"July 19, 2016",93.7 hrs on record,Recommended,The music was soothing and the gameplay was really peaceful .,1,1,-2,-2,1,1
219150,xJose,"July 19, 2016",93.7 hrs on record,Recommended,The music was soothing and the gameplay was really peaceful .,1,1,-2,-2,1,0
219740,Yare Yare Daze,"March 28, 2014",9.5 hrs on record,Recommended,"Awesome soundtrack , great gameplay , never had so much fun with game in such short period of time .",1,1,-2,-2,1,1
219740,yee haw,"October 29, 2017",13.2 hrs on record,Recommended,Pros + Both keyboard and controller friendly ( I used both and found the controls to be crisp on both methods ) + Amazing soundtrack .,1,1,-2,-2,1,1
219740,Yuniac,May-06,30.0 hrs on record,Recommended,"A Hat In Time is a hat of amazingness , quality , impressiveness , incredibleness and a wow of a game A Hat In Time is a hat of soft , sweet , tuneful and a pleasant to hear a type of music and soundtracks and when things get real the strong cadences get in and heavy rythem introduce itself to us A Hat In Time is a hat of nice , fun and truly enjoyable gameplay with well implemented mechanics all within your hats , a hat in time has so many things to do it will always keep you eager to see what's next and to unlock something new whether its a new hat , a flair for that said Hat or a whole new world with its challanges : ) A Hat In Time is a hat of personalized , unique and incredible voice acting that create a whole story and a background for each character just by the few lines that it says but that can't be achieved without a funny , comedian writing that complete the picture for a hat in time and keeps the journey fresh and amusing I'm thrilled and elated by this game , I had so much fun playing it that I felt sad when I finished it but hoping for more DLCs to come : ) this game is fun and nothing but fun this game is too good to be real .",1,1,-2,-2,1,1
253230,Zanite,"December 29, 2018",71.3 hrs on record,Recommended,"This really is one of the most fun games I've ever played , the music in this game is amazing and the controls are so smooth , although you need a pretty good pc to run it , I'd honestly recommend this game to anyone who is bored , It has so much content and is honestly one of my favorite games .",1,1,-2,2,1,1
219150,zax,"February 6, 2015",43.3 hrs on record,Recommended,"It may take him some ( or some more ) tries in the beginning though : ) Add this up with a lovely soundtrack and a DLC that doubles the already vast content and you've got a month , a quarter , maybe even half a year covered .",1,1,-2,-2,1,1
219740,Zetadar,"May 17, 2014",90.1 hrs on record,Recommended,"Magnificent , incredibly addictive Rouge like game , randomly generated with dark and humorous themes aswel as great soundtrack and gameplay , isaac is all about luck and skill , aswel as planning ahead , you can't just throw yourself into hordes of enemies without studying their A .",1,1,-2,-2,1,1
113200,zombie.autopilot,"November 5, 2013",173.2 hrs on record,Recommended,"Hard as nails , tons of unlockables , brilliant and memorable music .",1,1,-2,-2,1,0
219740,sverhrazum,"June 30, 2014",17.1 hrs on record,Recommended,"This game is laugh a minute Not to mention great gameplay , sound , e .",1,1,-1,-2,1,1
253230,#tiny.,"November 19, 2017",4.3 hrs on record,Recommended,"From the text , to the random halt of the music and the distorted art .",1,0,1,0,-2,-2
219740,*:･ﾟ✧DiscoSwan･ﾟ,"October 6, 2017",64.8 hrs on record,Recommended,"( like I did ) The game's music , sound , art and effects are wonderful to my ear balls .",1,1,1,1,-2,-2
253230,:wq,"December 30, 2017",14.6 hrs on record,Recommended,"In terms of essential options , you have all the ones you'd expect from a decent PC game : FoV sliders , individual audio sliders , wide array of FPS locks , and plenty of graphical options .",1,0,1,1,-2,-2
219740,A Single Xanax,"October 24, 2014",37.8 hrs on record,Recommended,"If you are a fan of survival games with an amazing art style , the this game is for you Not only do I love the art style of this game , but I also love the whole atmosphere of it .",1,1,1,1,-2,-2
253230,☆ShinyMew112,"October 7, 2017",111.0 hrs on record,Recommended,"The writing is on par with Paper Mario : The Thousand Year Door ( and with TONS of references to it as well ) Next up , Art direction , and oh my god this game looks AND sounds fantastic .",1,1,1,1,-2,-2
219150,⛧ Black Goat ⛧,"February 23, 2018",3.8 hrs on record,Recommended,"Despite the length , the first act was playful in tone and unoffensive with cute , upbeat art and music , sympathetic ( though intentionally cliched ) characters and enough narrative foreshadowing in the subtle yet ominous hints that something terrible is still to come to keep even a genre hater like myself clicking until DDLC peeled back it's cutesy skin and showed the horrid gristle underneath .",1,1,1,1,-2,-2
253230,❤ $wirl ❤,"August 2, 2015",5.6 hrs on record,Recommended,it lures you in with some bright colors and makes you kill some people while jamming to my favorite soundtrack in a game ever .,1,1,1,1,-2,-2
219740,Acalyson™,"December 31, 2017",627.2 hrs on record,Recommended,"in my opinion , if this game is was released with a price I won't be complaining because this game would worth every penny since it is free the best way to support the developers is buying the DLC which includes OST ( official soundtrack ) , awesome wallpapers and etc , Simple Review HUH sound like I wrote my homework That's all Hope you find this Review helpful ( even though it's not ) Love Jessica",1,0,1,1,-2,-2
253230,Ƥyrefeather,"October 18, 2018",28.6 hrs on record,Recommended,"A lot of small things , music remixes , and things like neat artwork for every level makes adds a great touch to the game .",1,1,1,1,-2,-2
219740,Aeonara,"March 15, 2018",46.8 hrs on record,Recommended,"The game is very colorful , has a great direction on art , has quality voice acting , an amazing soundtrack , and so much more .",1,1,1,1,-2,-2
219740,レディリナ(Madame Bowsypon),"November 27, 2017",19.4 hrs on record,Recommended,"The characters , environments , music , and aesthetics all just tie it all together .",1,1,1,1,-2,-2
219740,Allesmere,"March 8, 2016",170.0 hrs on record,Recommended,"The art style is cute and beautiful , the music is catchy .",1,1,1,1,-2,-2
113200,✪ Saul Goodman [索尔古德],"June 20, 2015",7.9 hrs on record,Recommended,The art and sound effects are amazing and I have no complaints,1,1,1,1,-2,-2
219150,apljee,"July 8, 2018",89.6 hrs on record,Recommended,"The game itself is amazing the graphics , sound , and everything just comes together perfectly for an amazing storytelling process .",1,1,1,1,-2,-2
219740,apljee,"July 8, 2018",89.6 hrs on record,Recommended,"The game itself is amazing the graphics , sound , and everything just comes together perfectly for an amazing storytelling process .",1,1,1,1,-2,-2
219740,appelpie,"September 11, 2016",23.2 hrs on record,Recommended,"All in all , you should definitely play this game if you're into 8 bit like graphics , top down shooters , and badass music .",1,1,1,1,-2,-2
253230,AssassinGlasgow,"November 4, 2017",2.9 hrs on record,Recommended,"The art and music is fantastic , as well as the visual designs in the game .",1,1,1,1,-2,-2
4000,♥ Onee~Chan ♥,"October 24, 2017",4.5 hrs on record,Recommended,"As such , making the atmosphere evoke much more stronger feelings into the audience , when a certain emotion is needed in that scene .",1,1,1,1,-2,-2
253230,Avolicis,Mar-08,33.9 hrs on record,Recommended,"The visual designs of the characters and environments are delightful , with excellent voice acting that at times is almost more striking than the characters themselves the soundtrack also meshes well with the atmosphere of each level , with a nice variety of alternate music of the same quality that still maintains the feeling of the original tracks .",1,1,1,1,-2,-2
219740,Avolicis,Mar-08,33.9 hrs on record,Recommended,"The visual designs of the characters and environments are delightful , with excellent voice acting that at times is almost more striking than the characters themselves the soundtrack also meshes well with the atmosphere of each level , with a nice variety of alternate music of the same quality that still maintains the feeling of the original tracks .",1,1,1,1,-2,-2
113200,BackInTheHoopty,"April 6, 2016",36.0 hrs on record,Recommended,"The music , the pixel art , and the actual game itself is all made by one person .",1,0,1,0,-2,-2
219740,BC,"October 15, 2017",13.2 hrs on record,Recommended,"There are also other unlockables such as color schemes , music , etc .",1,0,1,0,-2,-2
4000,BevaBanzai,"March 11, 2016","1,058.4 hrs on record",Recommended,"Cutesy art style and music , very lovable .",1,1,1,1,-2,-2
238460,Blank,"November 15, 2017",7.3 hrs on record,Recommended,"If you love VNs , love VNs that poke fun at other VNs , love atmospheric games where the music and the subject matter more than the scare factor , PLAY THIS .",1,1,1,1,-2,-2
253230,bobert awful (F+),"October 27, 2012",26.6 hrs on record,Recommended,"But the artistry , soundtrack , narrative , and effort put into this game makes it ing shine .",1,1,1,1,-2,-2
219740,Chunderfield,"May 13, 2014",11.7 hrs on record,Recommended,"The art is gross , the music is creepy , and the anti religious theme is controversial .",1,-1,1,-1,-2,-2
238460,civet,"June 24, 2016",169.7 hrs on record,Recommended,"The music , the sound effects , the graphics everything is very nice .",1,1,1,1,-2,-2
219740,Cooper,"October 11, 2017",40.9 hrs on record,Recommended,It can be from music remixes to color palette swaps to different hat variations .,1,0,1,0,-2,-2
219740,Cup of n00bles,"November 21, 2017",146.6 hrs on record,Recommended,"The sound fits perfectly around the game's atmosphere , providing it with all sorts of adorable and fitting sound effects .",1,1,1,1,-2,-2
219740,d0fo,"December 15, 2017",13.0 hrs on record,Recommended,"The character development is well made , the art is anime ish perfect for the weeb audience the game targets ( I'm proud to be part of this community my brothers ) , the music fits perfectly with the ambiance the game wants to have , and the story is well paced .",1,1,1,1,-2,-2
