AccountName,gameId,Date,Hours_Played,isPositive,noOfHelpful,noOfFunny,review,isValid,Polarity,isSingle
Marick2Die,4000,"July 15, 2017",342.3 hrs on record,Recommended,288,37,"these lone stragglers are equipped with shoddy wooden melee weapons , but the odds are five to one .",1,0,1
☾SpookyRedPanda - ダーク☾,219740,"June 13, 2018",48.0 hrs on record,Recommended,3,0,"along with the time pieces , there is also garns that you use to upgrade your hat different hats in the game give different abilities , so get those garns to unlock more awesome abilitis and look fabulous at the same time ) the controls are extremly smooth and everything works really well into each other .",1,1,1
Endo Roboto,219740,"September 14, 2016",438.5 hrs on record,Recommended,1,0,did you pick a desert most of the year you'll have to combat high temperatures and a lack of some materials that would be plentiful elsewhere .,1,0,1
sparky boi,105600,"March 21, 2015",135.5 hrs on record,Recommended,1,0,"i love the music , the weapons , the enemies , and the npc shop system this is all around amazing",1,1,0
crankypopcorn501,219740,"May 20, 2018",15.4 hrs on record,Recommended,9,0,"persoanlly this game gathered dust on my wishlist for a long time , i didn't really care for the character design of some of the enemies ( mafia ) and i was worried this would detract from the game , but once i got to playing i was taken over by the charm of the worlds and the various upgrades along the way .",1,1,1
Leveler_,253230,"May 4, 2018",10.6 hrs on record,Not Recommended,31,5,"there's a decent variety of worlds , characters , and gameplay .",1,1,1
OrangeOctopus,698780,"June 28, 2016",22.9 hrs on record,Recommended,1,0,bad controls .,1,-1,1
@uRoN,219150,"July 1, 2016",3.4 hrs on record,Recommended,1,0,"this game is pretty easy conceptually , but everything looks great , from gameplay to soundtrack .",1,1,0
Ninjaneer,698780,"August 31, 2016",440.1 hrs on record,Recommended,1,5,"he moves in , saves the most combat ready of the colonists to help fight off the pirates .",1,0,1
jstubbles,219740,"November 24, 2017","1,031.9 hrs on record",Recommended,102,5,"not doing well in the game try choosing phoebe chillax as your story teller , set to base builder difficulty attacks will be very rare , and events will be far less brutal .",1,0,1
Elikabu,4000,May-03,"1,764.2 hrs on record",Recommended,130,11,3h 10h of gameplay here .,1,0,1
SkyriderDragoon,4000,"June 20, 2014",65.3 hrs on record,Recommended,1,0,"the gameplay is random , some rooms insanely easy ( here kill a black fly ) sometimes more difficult ( like the bosses post floor 3 ) .",1,0,1
Orpheolus,4000,"March 23, 2015",386.7 hrs on record,Recommended,1,0,"the multiplayer will almost become a requirement for the endgame due to the event moons where you will be fighting endless hordes of enemies that deal 100 + damage come at you , even with several boss level enemies kill you .",1,0,1
ModdledGore,698780,"January 17, 2017",57.4 hrs on record,Recommended,21,0,once you begin gameplay you adress colonial needs and assign priorities and jobs to your various colonists that all of individual skills that better suit different tasks .,1,0,1
jbtheskater,253230,"June 5, 2014",9.3 hrs on record,Recommended,1,0,once you learn the mechanics you will be speeding through levels with a trail of bodies and blood in your wake .,1,0,1
Kemo,219740,"July 28, 2016",147.4 hrs on record,Recommended,219,9,if you're familiar with prison architect then the building mechanics will be fairly easy to grasp .,1,0,1
5katz,219150,"August 24, 2018","5,161.3 hrs on record",Recommended,53,3,"early access review its a great game with many many days worth of gameplay even in vanilla , and a gigantic modding community , there are so many mods and so much new stuff always to explore , this never gets old , in my 2000 + hours i still havent seen everything and i am experiencing new events almost every game , truly worth 30 bucks ( good score ) tynan pls make pregnancy a thing",1,1,1
Ereku Toro,219740,"February 3, 2018",31.6 hrs on record,Recommended,3,0,"the soundtrack is amazing , the art style is adorable and imaginative , and what little plot exists is driven by the game mechanics in a hilariously childish way .",1,1,0
Geode890,105600,"August 11, 2016",191.4 hrs on record,Recommended,1,0,"this game is an interesting variation of the 2 d building genre , as there are extensive variations and amounts of enemies , as well as bosses , that create a fun battle experience .",1,1,1
Rurik,238460,May-19,2.7 hrs on record,Recommended,76,2,"make cloths , weapons and etc .",1,0,1
Stowaway,253230,"December 2, 2013",5.3 hrs on record,Recommended,1,0,"achieved its goals stylistically , great music , great theme , tight controls , super fun , amkes me want to throw .",1,1,0
Foxxys856,294100,"July 14, 2018","2,577.6 hrs on record",Recommended,17,3,"this game is fantastic i have over 1200 hours and still going strong one of if not thee best games in its genre and the modding community is amazing as well this game stands brilliant without mods but the longevity and replayability is near endless with mods and if thats not enough no single gameplay is the same i honestly think this is one of those games that just gets better and better and the dev ( single man ) is very active i watch cohhcarnage on twitch alot and he is always on his chat for me this was the best money ive ever spent and i carnt wait to play more any dlc for this game if it was to come out would 1000 be worth the money and in all the game play is easy to pick up the music is immersive the easy of the controls even the panels to locate what u need its all simple , from the mods the ease to master this game the unlimited play styles the game char even the raiders and attacks and random events you will not be dissapoinited at this buy i can and will say this is the best game ive ever played just to add this game now beling relase this is a game that should be in everyones steam libary deffintly worth the full asking rpice no matter what i love this game and carnt seem to put it down : )",1,1,1
Ixo,238460,"October 20, 2013",7.7 hrs on record,Recommended,1,0,the gameplay is challenging but fun .,1,1,1
Sig,698780,"November 12, 2017","1,134.8 hrs on record",Recommended,113,9,combat during raids usually ends when half the enemy force has been killed or incapacitated .,1,0,1
Dreadful,219150,"February 18, 2014",438.8 hrs on record,Recommended,0,0,"i got this game last month ( january 25 , 2014 ) and have over 100 hours of gameplay .",1,0,1
Spooky E-boy #2403,294100,"April 12, 2014",32.9 hrs on record,Recommended,1,0,"speaking of colors if you see a diffrent tinted kind of enemy that is pink and bigger then the normal versions of the enemy don't be shocked this isn't a graphical glitch these enemies are known as champion versions , which makes for even more variation between all the enemies .",1,0,1
guganda,253230,"June 24, 2014",38.2 hrs on record,Recommended,1,0,"hard to get into a multiplayer game , even thou community hub shows thousands of ppl playing ( matchmaking mechanics , i suppose )",1,-1,1
Sig,253230,"November 12, 2017","1,134.8 hrs on record",Recommended,113,9,"basic premise the main default scenario involves 3 crashlanded colonists who start with almost nothing , it's up to you how they survive and meet their needs while an ai storyteller generates events based on the difficulty chosen .",1,0,1
Poon Conquerer,4000,"June 17, 2014",21.0 hrs on record,Recommended,1,0,"the atmosphere , the items , the characters , and the huge variety of enemies and bosses are what makes this game so great , and it will have you playing it over and over again .",1,1,1
Comrade Stalin | trade.tf,219150,"May 1, 2017",514.5 hrs on record,Recommended,3,0,"its a whole new level of gameplay , and throws in so many options or ways to play .",1,1,1
Soriz,413150,"March 8, 2016",43.2 hrs on record,Recommended,1,0,"plenty of adventure , combat , and at the end of the day , return home to relax or even stay at home a few days to work on the property and recoop yourself .",1,1,1
Saje,219150,"July 22, 2013",30.9 hrs on record,Recommended,1,0,"on top of it all , it has a booming soundtrack , catchy graphics and non stop fun and creativity with all the masks and weapons .",1,1,0
Raven Lynx,253230,"December 29, 2017",17.2 hrs on record,Recommended,2,0,the controls for the game are great you can use a keyboard or controller to play the game .,1,1,1
Great Hero J,698780,"October 20, 2018",245.6 hrs on record,Recommended,4,0,it uses a custom made combat engine and a deep medical system that work in tandem to make every fight feel intense and every affliction feel meaningful .,1,1,1
The Baron,253230,"May 24, 2017",230.9 hrs on record,Recommended,21,1,"on the surface it looks really plain the graphics , the animations , the gameplay .",1,0,1
Belmont,219740,"December 14, 2014",47.6 hrs on record,Recommended,1,0,"it's not perfect aside from getting high scores and unlocking all the masks and weapons , there's not a ton of replay value beyond the i haven't played it in awhile or the i wanna see if i can beat it only using x excuses .",1,-1,1
Rocking_Star101,4000,"November 28, 2017",1.5 hrs on record,Recommended,6,0,"maybe the game had a hand in that , hahaha ) ) a kawaii ( cutesy ) game that broadsides you upside the head about 2 hours into gameplay in such a way that will probably leave you scarred .",1,0,1
Exuma,238460,"February 16, 2015",26.2 hrs on record,Recommended,1,0,"kill ruskies , dobermans and officers with golf club , katana , machete , knife , screwdriver , 12 gauge , baseball bat , brick and countless other weapons .",1,0,1
Tyler,294100,"November 25, 2016",42.1 hrs on record,Recommended,9,0,"for example i haven't even touched upon the deep crafting , farming and work assignment mechanics .",1,0,1
[KBMOD]MuffinTheKid,219150,"November 25, 2013",39.5 hrs on record,Recommended,1,0,the small intro is enough to grab your interest and the gameplay takes control from there .,1,1,1
charliechuckleberry,4000,"September 10, 2016",123.3 hrs on record,Recommended,2,0,"alas , you cannot attack the enemy bases ( would be a huge improvement if possible ) .",1,-1,1
Xars Evandor,294100,"January 1, 2016",8.1 hrs on record,Recommended,1,0,nice game with tight controls and great gameplay : d,1,1,1
Duncan,219740,"July 16, 2016",261.5 hrs on record,Recommended,4,0,this means that there are hundreds of excellent mods available so you can get the gameplay you like customised for yourself .,1,1,1
Internet Ham,238460,"June 2, 2016",22.2 hrs on record,Recommended,1,0,the 16 bit style mixed with the amazing control and gore make this a classic for gamers who want a challenge with a reward .,1,1,1
Willi3TheGod,253230,"October 6, 2018",15.5 hrs on record,Recommended,2,0,"the score is amazing and unique , other games in this genre have a problem with the music being repetitive when stuck , but not this game .",0,-2,-2
klippx,219740,"March 14, 2018",19.8 hrs on record,Recommended,7,0,"it is easy to miss ledges or wires , and overall platforming can be frustrating due to not 100 controls camera is a bit wonky sometimes do i recommend it this game not to hard core gamers , no .",1,-1,1
SnagglePuff,4000,"December 21, 2018",37.4 hrs on record,Recommended,42,2,it's its own story that you get to control and put breath into .,1,0,1
xinoxer,253230,"May 13, 2014",666.1 hrs on record,Recommended,1,0,gameplay the binding of isaac is a 2d action adventure arcade video game where the player controls isaac .,1,0,1
AestheticGamer,253230,"October 6, 2017",33.3 hrs on record,Recommended,173,1,"i feel the game's controls are going to have some mixed reactions , but i actually really like them .",1,1,1
NickLuigi,253230,"May 20, 2018",32.2 hrs on record,Recommended,82,183,"there are new enemies , new bosses , and new environments that other games in the mario series don't have .",1,1,1
Temko,4000,"July 15, 2016",19.9 hrs on record,Recommended,233,13,"full review : text summary : i used to love dwarf fortress , but never could get used to the control scheme .",1,0,1
butt_hash,219740,"November 3, 2017",18.0 hrs on record,Recommended,3,0,"luckily , it feels great and with a little practice you can have complete control of hat kid and her abilities .",1,1,1
Exelus,294100,"February 7, 2018",240.3 hrs on record,Not Recommended,43,3,"the flipside of this is that once your colony accrues a bit of wealth or exceeds a pawn count , it ramps up the difficulty and gives you events that far outclass your ability to handle them , e .",1,0,1
Temko,219150,"July 15, 2016",19.9 hrs on record,Recommended,233,13,"currently a very solid gameplay experience , but gaps in both story and world are readily apparent , and are logical instead of abrupt .",1,1,0
Dr. avocado,4000,"July 26, 2012",146.4 hrs on record,Recommended,1,0,randomly gernerated levels makes it like the game is never being played twice and over 15 + hours of gameplay i highly recommend this game plus it's 5 ( cheap ),1,1,1
ruNb4its2latE,253230,"April 25, 2016",86.0 hrs on record,Recommended,1,0,"snes harvest moon modernized with farming , crafting , leveling , and combat .",1,1,1
FREEDO,219740,"March 20, 2015",5.6 hrs on record,Recommended,1,0,the gameplay consists of aerial controlled murder sprees with viciously quick shooting and melee mixed with a flavor of stealth execution .,1,0,1
roolo,238460,"August 30, 2018",882.8 hrs on record,Recommended,105,5,"but nowadays , threats keep adapting to you , and as long as you pick the right difficulty , you'll always feel on edge , or at least find yourself preparing for the next threats .",1,1,1
𝓣𝓱𝓮  𝓕𝓪𝓼𝓽,253230,Oct-14,0.3 hrs on record,Recommended,19,13,"i have become a sentient among plebians , a shepherd of noscope mechanics .",1,0,1
OmegaConstruct,219150,"July 16, 2016",622.0 hrs on record,Recommended,3,0,"this means phoebe basebuilder storyteller , free play difficulty , temperate forest biome , on a small map .",1,0,1
jbtheskater,238460,"June 5, 2014",9.3 hrs on record,Recommended,1,0,"the gameplay : it's precise , fast , fluid and compelling .",1,1,1
Rocking_Star101,238460,"November 28, 2017",1.5 hrs on record,Recommended,6,0,"pros : unique game / design concept excellent storyline wonderful sound design ( really shines late game ) pretty good graphics for a visual novel gets you comfortable with the game before throwing you off a cliff into lava to cook your sanity for a bit before feasting on it don't really know if i can even call this a game , because of some of it's mechanics ( the mechanics being the pro point here ) cons : personally , after the main reveal , my high died down a little , but only a little having the game scarred into my memory for life notes : i highly recommend you complete the game in one sitting , without any distractions .",1,1,0
Ioplop,4000,Jan-27,300.5 hrs on record,Recommended,26,3,"it isn't buggy , is well optimized , has good music and graphics that work really nice , and excelent gameplay .",1,1,0
milkshakelake,253230,"June 5, 2018",11.7 hrs on record,Recommended,32,0,"i wish it were longer and more challenging , though the difficulty is on par with the classics i mentioned .",1,-1,1
lone,253230,"October 26, 2017",12.5 hrs on record,Recommended,4,1,"the main gameplay aspect of the game , however , is the poem making , which occurs three times throughout a first half playthrough and three times again in a second half playthrough .",1,0,1
Lunchmuny,219740,Apr-09,297.9 hrs on record,Recommended,451,86,"it has the civilization effect of one more day , but these days are spent fighting off robot attacks and figuring out how to provide food for the seventeen huskies that you've let breed out of control .",1,0,1
xenokingdom,413150,"May 4, 2016",130.7 hrs on record,Recommended,1,0,"it's very accessible to new players unfamiliar to the harvest moon type gameplay , and is incredibly fun to boot .",1,1,1
cableguy33333,219740,"August 6, 2016",533.8 hrs on record,Recommended,127,37,"so i normaly play games on a hard level , no reason to be any different here with a cutsie looking game , wrong , i chose hard setting and permafrost mode , things went well for an hour or so was just building rooms , thinking this is nice , then a small raid turned up , i killed those got some weapons and i'm thinking i'm great .",1,0,1
Sig,294100,"November 12, 2017","1,134.8 hrs on record",Recommended,113,9,"( unless their master is drafted for combat , in that case they will accompany him and defend him , and can be released on the enemy at your command ) also unlike colonists , animals can mate and have babies , which will then grow up into adulthood .",1,0,1
funnyboy08,238460,"April 2, 2015",7.7 hrs on record,Recommended,1,0,loving the combos and different masks which create an unique gameplay .,1,1,1
Mevvallanneous Bob,219150,"February 26, 2015",17.7 hrs on record,Recommended,1,0,"as stated earlier , by principle of playing the game , you learn the ins and outs of the controls fast .",1,1,1
tootstorm,4000,"November 14, 2011",23.2 hrs on record,Recommended,1,0,"however far you get is largely determined by the luck of the randomly generated draw : power ups you get , health available , enemies you face .",1,0,1
dancinbuddha,4000,"August 18, 2016",275.5 hrs on record,Recommended,48,0,"if you enjoy additional control over the creation of your colony , or if you would liketo add in more options and asthetic possibilities the mod community is very active and i have added 40 + playtime hours and counting with the ones i've downloaded .",1,1,1
Hydra Dominatus,253230,"October 30, 2012",12.3 hrs on record,Recommended,1,0,incredible and unforgiving gameplay mixed with an amazing soundtrack .,1,1,0
DoGy AUT,253230,"July 18, 2016",50.4 hrs on record,Recommended,5,4,"i really thought that i have control about amigo now back , but then that goes mad again and ing ignites his own room while he was imprisioned there ( must be really desperate for women , as he tried it with every female he could find ) , in the proces merlen the bodyguard went off to stop the chaos , in the heat of battle ( literally heat ) he knocked him down again .",1,0,1
jc ham,253230,"March 26, 2013",43.4 hrs on record,Recommended,1,0,"it starts off relatively simple as you get a grasp of the confusing and trippy world you've been thrust into one or two enemies here or there , no problem .",1,1,1
KT_Extinction,238460,"July 16, 2016",81.0 hrs on record,Recommended,51,3,"this game has been in development for years and it shows , there are plenty of features and mechanics in this game , as well as a distinct lack of bugs ( so far ) .",1,1,1
Naju34,413150,"January 3, 2016",338.1 hrs on record,Recommended,1,2,"a game in which grinding is actually fun and not tedious , with a very interesting class based co op , epic boss battles , amazing ost , beautiful art and sprite design , and really , really fun gameplay .",1,1,0
Grimless,219150,"June 23, 2014",90.7 hrs on record,Recommended,1,0,"punishing , disturbing , tight , and atmospheric i * love * the binding of isaac a huge mix of items , each with their own unique and sometimes mysterious effects , excellent difficulty ramp , gut wrenching enemies and environments , and little touches that makes each new game a brand new adventure .",1,1,0
Endo Roboto,294100,"September 14, 2016",438.5 hrs on record,Recommended,1,0,besides constructing actual buildings for your pawns to live in there are also different crafting stations that allow the creation of various items like weapons and armor to clothes and drugs .,1,0,1
BoundlessEcho,219740,"July 23, 2016",97.4 hrs on record,Recommended,0,0,stunning gameplay mechanics make for an entirely new type of game .,1,1,1
Egregious Tophat,238460,"September 21, 2014",27.2 hrs on record,Recommended,1,0,everything from the narration to the actual gameplay itself is enjoyable and you never feel bored with it because of all the player made levels .,1,1,1
dongsweep,294100,"July 18, 2016",120.3 hrs on record,Recommended,21,15,enjoy trying to control all the various personalities of your colony and let the mayhem loose .,1,0,1
Honey Badger,238460,Jul-04,794.6 hrs on record,Recommended,34,5,"yep , you can ( and will unless you set it to the peaceful difficulty ) get raided by different factions , we're talking pirates , people that agree to not fight each other but fight everyone else , and you're no exception , brutal tribes that value war , dominance , savagery , they start hostile but you can make friends with them , but you must keep them on their good side , because their relations diminish , the same for a hostile outlander faction , they're industrious and use turrets and guns to their advantage , but can be satisfied with gifts and tributes .",1,0,1
Mumra,698780,"August 2, 2016",63.3 hrs on record,Not Recommended,583,30,"the sometimes continual raids that the storyteller throws at you get really tedious to defend , you have to micromanage every unit , which is really jarring next to the normal gameplay which is the antithesis of micromanagement .",1,-1,1
Himiko Toga,253230,Apr-14,169.9 hrs on record,Recommended,218,14,"no part of this game is dull or repetitive , and every level tries something new .",1,1,1
fourze,253230,"November 28, 2013",26.3 hrs on record,Recommended,1,0,"it's a bit of a dungeon roguelike game , a bit of a bullet hell game specially in later levels where there's more enemies on the screen .",1,0,1
Chunderfield,253230,"May 13, 2014",11.7 hrs on record,Recommended,1,0,"the randomly generated levels , enemies , items drops and bosses makes boi extraordinarily replayable .",1,1,1
The Holy Sy,219150,"September 15, 2014",4.1 hrs on record,Recommended,1,0,"fisticuffs are an option as well , however a solid punch will only ever temporarily knock down an enemy , requiring you to perform an execution to finish the sucker off .",1,0,1
Ioplop,253230,Jan-27,300.5 hrs on record,Recommended,26,3,"god , the gameplay is just great , almost perfect .",1,1,1
Yoshida Keiji,294100,Mar-25,"5,704.5 hrs on record",Recommended,21,2,"the game offers a range of difficulty level , that are solemnly based on the threat danger scale by the number of foes you will face but not much challenge on player skill , which means you could easily make it to the extreme level once you know what you are doing and you won't suffer much than playing on a normal difficulty .",1,0,1
Kevelinu,253230,"October 12, 2017",17.4 hrs on record,Recommended,2,0,"so what aspects stand out in this game one important aspect that will have a lot of influence in the enjoyment of a game like this , the controls and they are perfect they just feel natural and you are just in control .",1,1,1
IncongruousGoat,413150,"May 7, 2014",903.1 hrs on record,Recommended,1,0,"at only 10 dollars , the value one can get out of the gameplay is astounding , and the game is certainly repeatable , as each time through the adventure is different .",1,1,1
ThatKieranChap,219150,"July 5, 2014",37.0 hrs on record,Recommended,1,0,"the intense gameplay mixed with the heart pounding soundtrack make you feel so powerful but the story makes you feel so vunrable , a pawn in someones scheme .",1,1,0
Kali Archon,253230,"March 2, 2016",455.1 hrs on record,Recommended,1,0,as for updating controls because the wsad keys are supposedly outdated i'm pretty sure most mmos and other computer games use the wsad keys .,1,0,1
Bearwithsomepie,238460,"December 26, 2013",20.1 hrs on record,Recommended,1,0,"if your looking for a game that lets you chop , cut , shoot , slash , crush , even rip pixel bad guys apart , then hotline miami is going to be your entertament for about 18 hours of gameplay .",1,1,0
Gaston Beton,698780,"August 2, 2016",105.7 hrs on record,Recommended,219,26,"the game offers three different ais that control the events which occasionally hassle your settlement ( like raids , solar eclipses , meteorogical catastrophes etc . )",1,0,1
ChristofOtiz,238460,"December 11, 2012",13.3 hrs on record,Recommended,1,0,"though going in guns blazing is often a one way ticket to a restart , the times when it actually works out produce some of the most frantically satisfying gameplay in any digital medium , full stop .",1,1,1
derpman,238460,"December 2, 2016",344.0 hrs on record,Recommended,14,5,"in combat , this can be used to target specific raiders or order your melee people to target kirby .",1,0,1
doodles613,238460,"May 29, 2016",171.7 hrs on record,Recommended,1,0,"i acutally like this game more then the orignal , and the upgrades to gameplay really enhance on the core of what harvest moon was , all without some idiotic convluted plot .",1,1,0
ok retard,219150,"August 18, 2014",98.3 hrs on record,Recommended,1,0,the way the levels are made in such a way that it makes you step out of your comfort zone to make you think differently in certain situations never making a level feel repetitive and dull .,1,1,1
Docile Blemmigan,113200,"March 4, 2016",56.5 hrs on record,Recommended,1,0,"on the face of it , dialogue can be as lackluster and repetitive as a harvest moon game .",1,-1,0
NatWutz,219150,"June 28, 2018",198.9 hrs on record,Recommended,554,179,graphics forget what reality is good decent look too long at it gameplay good addictive like heroin good just gameplay at walls is better don't audio good good good too bad audience good human pc requirements if you can run paint good decent pc nasa if they have a spare computer difficulty press a brain usage good easy to learn / hard to master souls grind to grind if u care about leaderboards / ranks good isnt necessary to progress grind level much grind need a second life for grinding story or audio floating around good awesome replace your life game time enough for a cup of tea good to infinity and beyond price good there is no price the price u have some spare money left recommended could also just burn your money bugs heard of good minor bugs get annoying creed : unity game itself is a bug,1,1,0
AlStar,4000,"September 16, 2018",118.3 hrs on record,Recommended,18,2,"additionally , rimworld boasts pawns ( the units you control ) who you'll feel much more attached to , since even advanced settlements rarely have more than about a dozen , and most of those are gotten through the labor intensive process of downing a raider , healing them back to health , then gradually wearing down their resistance to joining your settlement over weeks or months .",1,0,1
Docile Blemmigan,113200,"March 4, 2016",56.5 hrs on record,Recommended,1,0,"made a few mistakes because the controls can be a little frustrating sometimes ( mainly when farming , the cursor for watering / hoeing sometimes lands where i didn't want it ) .",1,-1,1
♥ Onee~Chan ♥,219150,"October 24, 2017",4.5 hrs on record,Recommended,5,0,"but this is a vns , so i don't expect to have much gameplay anyways : p .",1,-1,1
headbanger1186,253230,"April 15, 2013",250.8 hrs on record,Recommended,1,0,ed mcmillen brings his dark imagination alive with cute enemy design with dark tones in a vivid and smooth way .,0,-2,-2
Nynzal,294100,"August 7, 2016",249.1 hrs on record,Recommended,1,0,"set up a big prison wing to keep all the prisoners , captured during enemy raids and convince them to join you .",1,0,1
Taorgax,4000,"February 17, 2017",125.0 hrs on record,Recommended,49,2,"there are many , many easy / dumb ways to die in this game , and learning about them is part of the experience you'll just have to tell your friends about the one animal handler who died in combat , only to have one of his pets go mad from grief and butcher one of your colonists , or the colonist that sacrificed his life so you could learn about cave ins the hard way , or the dangers of running a drug operation in a colony full of stressed people fearing for their lives .",1,0,1
adam,253230,"June 24, 2014",1.7 hrs on record,Recommended,1,0,"sure , you are going to need to dedicate time to planning your assault on most levels , the enemies don't always follow the same rules : enemies sometimes do not react to gunshots , or can kill you when they are dead , and many other bugs which not only break immersion but are extremely frustrating .",1,-1,1
nerloch,219740,"March 11, 2018",1.1 hrs on record,Recommended,97,10,and then comes along this game that for a brief time takes over the control of your well nurtured technological alter ego .,1,0,1
Ohaiyo Oppa,238460,"December 8, 2014",222.1 hrs on record,Recommended,1,0,"i would give it a ( bad score ) due to the unrealistic graphics and sprinting animations ( remember you can actually add mods on the workshop into the game ) now , for the gameplay in garry's mod the game is full of gamemodes such as ttt ( trouble in terrorist town ) prop hunt and much more this game gives a better feel to sandbox games ( instead of old lame minecraft ) all and all i would rate this game : ( good score )",1,1,0
Farmy,294100,"June 28, 2016",60.7 hrs on record,Recommended,1,0,"wow a few hours into the game and i am impressed , a lot so if you are in to your typical farming games like farmville , farmtown , royal story and so on then you will love this but it's more than a farm game , it has some very interresting and intriguing side quests , a very good fishing mechanic and a great social side as well .",1,1,1
vladde TF:GO,253230,"April 27, 2014",15.8 hrs on record,Recommended,1,0,"but when you have the super awesome stratz and that one enemy left across the room kills you , you think : i will do it .",1,0,1
Jorrrrrn,4000,"November 23, 2017",357.7 hrs on record,Recommended,15,1,"the mechanics of the game are simple enough that you can keep yourself amused with minimal effort , but detailed enough that you can micromanage everything down to when your colonists eat lunch .",1,1,1
SnaggleTooth120,113200,"June 29, 2015",581.2 hrs on record,Recommended,1,0,"the 2d mechanics are great and it is very diverse in terms of weapons , enemies , and building materials .",1,1,1
Zyga,253230,"November 11, 2017",39.5 hrs on record,Recommended,56,9,"theres so many ways to complete everything in the game too , the speedrun strats of this game are a ton of fun , but thats not to even say that everything is mindlessly easy either , in order to do a lot of the cooler things you should be thinking outside of the box and should have a good grasp on how to control your character .",1,1,1
Mugen,294100,"August 4, 2014",68.7 hrs on record,Recommended,1,0,"so to summarize here is a pro / con list pros : randomly generated levels over 100 items to master tons of different enemies and bosses to defeat the music in this game is given to us by the gods different characters to play and master , each with strenghts and weaknesses tons of different kinds of enemies cons : ( steep learning curve yeah that's it for cons : ) and don't even get me started on the dlc , wrath of the lamb , because it's a whole another experience prodigy out",1,0,0
SuperBlooper,4000,"March 3, 2014",425.3 hrs on record,Recommended,1,0,"terraria has huge caves for you to explore , different biomes that range in difficulty , unique bosses , magic weapons and tools , npc and money systems , and much much more .",1,0,1
SicarioXUroboros,294100,"April 5, 2016",494.1 hrs on record,Recommended,1,0,"the gameplay is simple and easy to understand , the graphics are clean and the map is a good size .",1,1,0
appelpie,219740,"September 11, 2016",23.2 hrs on record,Recommended,1,0,"the numerous amounts of masks and weapons within the game , along with all the baddies and bosses , make the game even more exciting and intense .",1,1,1
Rand Paul,238460,Jan-20,123.2 hrs on record,Recommended,182,201,with the sales of organs i was able to get better weapons and defenses .,1,0,1
forestfey,253230,"September 13, 2016","1,824.4 hrs on record",Recommended,2,0,"5 difficulty settings , 3 so called storytellers and editable aswell as creatable scenarios offer a custom tailored experience catering to ( almost ) everybody .",1,1,1
Internet Explorer,238460,"August 14, 2016",112.7 hrs on record,Recommended,5,1,"* customization everything can be changed whether it be with a gameplay mechanic or simple mod , it can be what you want it to be .",1,1,1
Enderkick,238460,"January 19, 2016",4.5 hrs on record,Recommended,1,0,"the dialouge made me laugh and the controls are simplistic , great game .",1,1,1
TheIlluminati,253230,"January 22, 2017",135.9 hrs on record,Recommended,132,189,problem is i've stripped them of all clothes and weapons and they're restless .,1,0,1
Doomer Maximus,219740,"February 12, 2018",12.0 hrs on record,Recommended,18,1,"however , i still enjoy a hat in time immensely and i really enjoy its very fun mechanics .",1,1,1
Kynikosa,238460,"November 25, 2017",372.4 hrs on record,Recommended,30,13,"outlanders are most of the time friendly but it all comes to your decision to ruin that relationship , tribes are not friendly but they use bows , spears and swords as their weapons .",1,0,1
Tzion,238460,"May 19, 2017","1,128.5 hrs on record",Recommended,40,4,( good score ) on controls .,1,1,1
ZedXtreme639,219150,"June 30, 2016","1,336.9 hrs on record",Recommended,1,0,"the gameplay is great , there are plent of bosses , and you can join others who play this game .",1,1,1
Prospero,238460,"June 30, 2014",5.4 hrs on record,Recommended,1,0,great animation and very well done gameplay which will keep you amused and challenged .,1,1,0
masterxodin,413150,"December 25, 2013",501.3 hrs on record,Recommended,1,0,"its multiplayer feature did require me to fiddle with my network router a bit to ensure there was an open port for others to connect through , and that was a bit of a frustration , but ultimately it worked out and it has provided many hours of enjoyable gameplay with friends .",1,1,1
Anderleit,294100,"August 24, 2012",48.3 hrs on record,Recommended,1,0,"it boasts endless replayability , enthralling gameplay , and comedy so black it's grimdark .",1,1,1
The Baron,698780,"May 24, 2017",230.9 hrs on record,Recommended,21,1,"slowly but surely the quality of life is improved for your colonists , challenges arise , raiders are beaten back , news friends are made , enemies created .",1,0,1
PapeMaster TTV,253230,"July 29, 2013",142.1 hrs on record,Recommended,1,0,always random and very addictive with high difficulty i really like it,1,1,1
JMalm,253230,"July 20, 2014",6.5 hrs on record,Recommended,1,0,"it's not too terribly long , but there is a good amount of replay value with unlocking all of the masks and weapons which offer different strategies for each level .",1,1,1
ThatSoda,4000,"April 30, 2016",420.2 hrs on record,Recommended,1,0,"easy game mechanics to pick up / newb friendly i give this game a ( good score ) , with mods : ( good score )",1,1,1
boyflea,253230,Jul-01,0.2 hrs on record,Recommended,25,10,a wonderfully assembled visual novel with some superb story mechanics .,1,1,1
Crouchy,219150,"December 29, 2016",279.6 hrs on record,Recommended,41,3,"as i play the game , i frequently find that i have difficulty in finding a good point to stop playing .",1,0,1
Logan,219740,"October 8, 2018",31.1 hrs on record,Recommended,27,2,"you will travel between open levels which you can easily explore , collect items , solve puzzles and fight enemies if you will get bored of that , you can jump into one of many various acts to collect time piece to progress further hats .",1,0,1
Joos,698780,May-19,285.6 hrs on record,Recommended,137,36,"the difficulty can be customized , allowing you to play at your pace and style .",1,0,1
